,date,open,close,high,low,buyAmt,sellAmt,buyAP,sellAP
21,2018-09-20 19:39:00,6420.00000000,6416.68000000,6420.91000000,6416.56000000,3.7142,4.58,6419.355174,6417.791941
22,2018-09-20 19:40:00,6416.67000000,6414.67000000,6417.70000000,6414.54000000,3.6531,2.2415,6415.480046,6415.025289
23,2018-09-20 19:41:03,6414.67000000,6419.32000000,6419.50000000,6414.43000000,4.1013,4.8263,6416.03642,6417.238186
24,2018-09-20 19:42:00,6419.32000000,6415.50000000,6419.32000000,6415.50000000,0.864401,2.8398,6418.358862,6416.829079
25,2018-09-20 19:43:01,6416.15000000,6417.43000000,6417.60000000,6414.85000000,4.2471,1.1931,6416.329499,6415.46223
26,2018-09-20 19:44:00,6417.43000000,6410.47000000,6417.43000000,6410.08000000,6.8931,5.4272,6413.11738,6415.008402
27,2018-09-20 19:45:00,6410.47000000,6414.44000000,6415.40000000,6409.76000000,3.3816,1.992,6410.972226,6410.604508
28,2018-09-20 19:46:00,6414.43000000,6414.62000000,6416.83000000,6414.08000000,0.3801,2.6191,6415.978977,6415.534704
29,2018-09-20 19:47:01,6413.36000000,6416.60000000,6416.69000000,6413.33000000,0.4449,3.5393,6416.5545,6414.378653
30,2018-09-20 19:48:04,6416.60000000,6416.57000000,6416.60000000,6414.68000000,3.678,0.0118,6416.36379,6414.68
31,2018-09-20 19:49:04,6416.57000000,6416.60000000,6416.69000000,6414.68000000,2.144902,3.4083,6416.362576,6415.704161
32,2018-09-20 19:50:01,6416.60000000,6418.06000000,6418.62000000,6416.60000000,2.173,1.3722,6417.889814,6417.861111
33,2018-09-20 19:51:00,6418.06000000,6418.36000000,6419.17000000,6416.90000000,4.8937,2.5452,6417.863134,6417.721596
34,2018-09-20 19:52:00,6418.36000000,6420.92000000,6424.51000000,6416.60000000,6.4614,11.337,6419.445334,6419.564233
35,2018-09-20 19:53:01,6424.40000000,6423.93000000,6424.47000000,6420.93000000,3.9531,7.1761,6423.065679,6423.208026
36,2018-09-20 19:54:00,6423.96000000,6428.96000000,6429.00000000,6423.24000000,1.989459,0.5096,6426.096789,6426.685938
37,2018-09-20 19:55:00,6428.96000000,6431.98000000,6433.00000000,6428.96000000,8.9084,3.2418,6431.119708,6430.149378
38,2018-09-20 19:56:00,6431.97000000,6438.01000000,6438.85000000,6430.60000000,25.530955,6.5153,6433.478269,6435.475724
39,2018-09-20 19:57:01,6438.01000000,6429.13000000,6438.81000000,6428.23000000,3.608439,13.2857,6431.389455,6434.724095
40,2018-09-20 19:58:00,6429.97000000,6426.00000000,6429.97000000,6425.79000000,0.5447,2.4218,6426.753044,6427.510061
41,2018-09-20 19:59:00,6425.99000000,6429.82000000,6430.00000000,6425.99000000,6.047,5.0324,6427.412646,6426.4277
42,2018-09-20 20:00:00,6429.82000000,6432.92000000,6434.97000000,6427.57000000,7.826942,1.5274,6431.308399,6431.973346
43,2018-09-20 20:01:00,6432.93000000,6434.38000000,6434.96000000,6431.03000000,3.9935,6.1042,6433.588323,6433.128576
44,2018-09-20 20:02:00,6432.88000000,6434.40000000,6434.40000000,6432.62000000,6.459465,2.1947,6433.894736,6433.133446
45,2018-09-20 20:03:00,6434.40000000,6438.07000000,6439.09000000,6433.70000000,6.1012,6.9309,6436.381592,6435.008233
46,2018-09-20 20:04:00,6438.07000000,6450.83000000,6450.83000000,6438.05000000,25.5058,8.6447,6448.707947,6445.50691
47,2018-09-20 20:05:00,6450.00000000,6447.34000000,6451.20000000,6444.86000000,21.90753,14.367,6449.139598,6448.504233
48,2018-09-20 20:06:00,6447.34000000,6443.54000000,6448.58000000,6439.22000000,33.4769,8.9355,6440.759152,6441.885575
49,2018-09-20 20:07:00,6443.54000000,6439.90000000,6446.53000000,6437.14000000,6.5738,5.5185,6441.171978,6440.307226
50,2018-09-20 20:08:00,6440.00000000,6438.28000000,6440.69000000,6437.37000000,15.675278,4.3877,6439.950406,6439.812858
51,2018-09-20 20:09:00,6438.27000000,6436.07000000,6439.02000000,6434.17000000,4.3163,4.8873,6436.344764,6436.353336
52,2018-09-20 20:10:00,6437.34000000,6436.77000000,6440.30000000,6435.38000000,9.8392,8.9646,6438.04509,6438.292628
53,2018-09-20 20:11:00,6436.77000000,6435.18000000,6440.00000000,6433.09000000,6.893,8.9609,6436.945555,6435.859491
54,2018-09-20 20:12:01,6434.42000000,6433.75000000,6435.41000000,6433.09000000,2.706,5.3242,6434.536873,6433.915458
55,2018-09-20 20:13:00,6435.29000000,6434.00000000,6435.29000000,6433.14000000,1.9089,2.9249,6434.507722,6434.218596
56,2018-09-20 20:14:00,6433.94000000,6435.42000000,6436.56000000,6433.17000000,0.4409,3.499,6434.730435,6434.390221
57,2018-09-20 20:15:00,6435.42000000,6435.59000000,6439.30000000,6435.42000000,2.919511,2.5658,6437.383723,6436.018664
58,2018-09-20 20:16:00,6435.58000000,6439.75000000,6439.75000000,6435.58000000,3.0416,4.5645,6436.988645,6437.319665
59,2018-09-20 20:17:00,6439.75000000,6441.92000000,6443.00000000,6439.28000000,6.9906,6.7856,6441.273127,6441.380824
60,2018-09-20 20:18:00,6441.89000000,6442.54000000,6442.97000000,6440.00000000,2.0704,2.1697,6442.545257,6440.999894
61,2018-09-20 20:19:00,6440.58000000,6435.00000000,6442.62000000,6435.00000000,0.6088,6.5934,6439.207875,6438.528504
62,2018-09-20 20:20:00,6434.90000000,6434.98000000,6439.92000000,6434.85000000,8.27,3.7301,6436.331137,6435.63539
63,2018-09-20 20:21:03,6434.98000000,6437.35000000,6439.32000000,6434.38000000,10.7396,6.6583,6435.153292,6434.586435
64,2018-09-20 20:22:00,6437.34000000,6435.70000000,6437.35000000,6435.32000000,5.8244,8.3246,6436.849491,6435.914505
65,2018-09-20 20:23:01,6435.53000000,6434.98000000,6435.93000000,6434.00000000,7.106799,6.2245,6435.095793,6434.696712
66,2018-09-20 20:24:02,6434.98000000,6434.60000000,6434.98000000,6433.32000000,1.7687,3.1182,6434.510012,6433.934046
67,2018-09-20 20:25:01,6434.60000000,6435.22000000,6435.22000000,6434.00000000,1.75871,3.3541,6434.778706,6434.511623
68,2018-09-20 20:26:00,6435.22000000,6430.90000000,6435.22000000,6430.07000000,3.9572,18.0956,6432.338955,6432.800265
69,2018-09-20 20:27:01,6430.90000000,6428.43000000,6431.65000000,6425.23000000,2.395955,5.2638,6430.434211,6428.438931
70,2018-09-20 20:28:01,6430.56000000,6430.51000000,6430.56000000,6428.39000000,1.5156,2.1246,6429.312305,6428.854305
71,2018-09-20 20:29:00,6430.51000000,6424.52000000,6430.51000000,6424.52000000,2.929,1.3601,6430.093629,6427.965304
72,2018-09-20 20:30:01,6424.57000000,6426.00000000,6428.10000000,6423.75000000,2.1402,3.1748,6426.058834,6425.666183
73,2018-09-20 20:31:00,6425.97000000,6424.89000000,6427.08000000,6424.89000000,2.776082,1.9977,6425.646465,6425.158362
74,2018-09-20 20:32:00,6424.89000000,6424.78000000,6427.02000000,6421.99000000,2.254194,2.4144,6423.437802,6423.506069
75,2018-09-20 20:33:02,6424.78000000,6422.62000000,6424.80000000,6422.56000000,5.904822,0.1048,6423.714995,6422.617252
76,2018-09-20 20:34:00,6422.28000000,6419.28000000,6423.00000000,6417.56000000,6.8017,5.0832,6421.67048,6420.259403
77,2018-09-20 20:35:00,6419.28000000,6422.62000000,6422.98000000,6419.28000000,2.5447,2.6663,6421.86695,6422.253239
78,2018-09-20 20:36:01,6422.62000000,6422.00000000,6422.62000000,6418.00000000,6.0585,5.8048,6419.050598,6420.016382
79,2018-09-20 20:37:02,6422.00000000,6428.11000000,6455.55000000,6421.90000000,54.1515,3.2961,6437.835118,6428.634142
80,2018-09-20 20:38:01,6428.11000000,6429.48000000,6429.48000000,6426.54000000,3.62639,3.8493,6428.00455,6428.660893
81,2018-09-20 20:39:00,6429.48000000,6431.90000000,6431.90000000,6426.16000000,3.986,0.2076,6430.39415,6429.335776
82,2018-09-20 20:40:02,6431.90000000,6433.87000000,6436.52000000,6431.62000000,3.3177,6.2604,6433.726916,6433.226223
83,2018-09-20 20:41:01,6436.52000000,6436.50000000,6436.52000000,6433.55000000,4.191509,0.5635,6435.762313,6433.84909
84,2018-09-20 20:42:00,6436.49000000,6434.94000000,6436.49000000,6434.76000000,2.1663,2.2733,6435.733748,6435.046919
85,2018-09-20 20:43:03,6434.94000000,6428.65000000,6434.94000000,6428.10000000,5.9961,4.8025,6431.09162,6431.388221
86,2018-09-20 20:44:01,6428.65000000,6429.00000000,6429.89000000,6426.35000000,5.6114,5.0633,6428.283588,6428.11024
87,2018-09-20 20:45:00,6429.82000000,6428.71000000,6429.87000000,6426.63000000,6.964595,6.4891,6428.777898,6427.986121
88,2018-09-20 20:46:01,6428.70000000,6424.83000000,6428.71000000,6424.83000000,2.3271,1.7804,6427.252761,6427.77136
89,2018-09-20 20:47:00,6425.03000000,6424.62000000,6426.00000000,6423.53000000,2.0538,2.9147,6424.703719,6424.824595
90,2018-09-20 20:48:00,6424.60000000,6422.00000000,6424.60000000,6419.04000000,6.4328,3.2689,6422.059856,6423.383747
91,2018-09-20 20:49:00,6422.00000000,6423.62000000,6423.65000000,6422.00000000,3.6486,2.0316,6422.742608,6422.33023
92,2018-09-20 20:50:00,6423.62000000,6422.00000000,6425.06000000,6422.00000000,2.4459,2.6342,6423.420522,6422.804213
93,2018-09-20 20:51:01,6421.28000000,6423.22000000,6423.38000000,6420.02000000,1.3051,1.6735,6423.035611,6420.306118
94,2018-09-20 20:52:00,6423.22000000,6423.55000000,6424.50000000,6421.40000000,1.247453,0.4094,6423.446773,6422.458828
95,2018-09-20 20:53:01,6423.53000000,6423.21000000,6424.72000000,6420.00000000,3.346246,4.0485,6421.393671,6420.17822
96,2018-09-20 20:54:00,6423.21000000,6421.82000000,6423.39000000,6420.00000000,3.6513,5.0371,6421.972798,6420.860837
97,2018-09-20 20:55:00,6421.82000000,6423.43000000,6423.49000000,6421.72000000,0.5759,1.2201,6422.810229,6421.77615
98,2018-09-20 20:56:00,6423.49000000,6421.72000000,6425.09000000,6421.72000000,6.145756,8.0725,6423.640898,6423.679082
99,2018-09-20 20:57:02,6421.72000000,6424.64000000,6424.94000000,6421.72000000,0.2877,2.5927,6424.484932,6423.95248
100,2018-09-20 20:58:01,6423.93000000,6424.13000000,6424.50000000,6423.40000000,0.1817,1.0732,6423.756648,6423.400059
101,2018-09-20 20:59:04,6424.13000000,6425.99000000,6426.58000000,6422.88000000,4.7989,0.9554,6424.161645,6424.709286
102,2018-09-20 21:00:01,6425.99000000,6425.90000000,6426.00000000,6424.13000000,2.6981,4.3194,6424.672282,6424.443343
103,2018-09-20 21:01:00,6425.23000000,6424.75000000,6425.90000000,6424.55000000,0.8703,1.5477,6425.240216,6424.633047
104,2018-09-20 21:02:00,6424.75000000,6424.65000000,6424.97000000,6424.13000000,0.9839,2.8316,6424.818734,6424.332538
105,2018-09-20 21:03:01,6424.65000000,6423.02000000,6424.65000000,6423.02000000,0.7001,9.7101,6423.565478,6423.837467
106,2018-09-20 21:04:01,6423.03000000,6415.74000000,6423.03000000,6413.42000000,3.908613,9.1161,6417.475461,6419.165039
107,2018-09-20 21:05:00,6415.67000000,6398.57000000,6415.67000000,6396.57000000,5.445496,13.1129,6408.839304,6405.701921
108,2018-09-20 21:06:00,6397.91000000,6400.55000000,6403.58000000,6396.36000000,11.7865,7.1279,6399.706774,6399.924772
109,2018-09-20 21:07:00,6400.00000000,6403.53000000,6403.63000000,6400.00000000,11.8557,5.316,6402.379801,6402.685128
110,2018-09-20 21:08:01,6403.73000000,6400.47000000,6411.33000000,6400.00000000,5.673206,7.3279,6407.469764,6405.844126
111,2018-09-20 21:09:00,6401.87000000,6404.33000000,6408.29000000,6400.01000000,6.9312,5.1376,6402.234508,6402.50701
112,2018-09-20 21:10:00,6404.33000000,6404.34000000,6405.27000000,6400.20000000,11.1226,2.0596,6403.82294,6401.517936
113,2018-09-20 21:11:01,6404.34000000,6406.89000000,6407.82000000,6404.34000000,6.5052,6.8875,6405.409489,6406.391338
114,2018-09-20 21:12:00,6406.89000000,6403.35000000,6407.40000000,6402.97000000,0.3203,2.2574,6405.90483,6404.871536
115,2018-09-20 21:13:03,6402.97000000,6402.27000000,6403.87000000,6400.36000000,13.6431,8.2041,6402.500248,6402.845023
116,2018-09-20 21:14:00,6402.27000000,6400.64000000,6402.27000000,6400.00000000,3.90547,4.2015,6401.419596,6400.823215
117,2018-09-20 21:15:00,6401.00000000,6400.66000000,6401.58000000,6400.66000000,10.7812,5.556,6401.167227,6400.957221
118,2018-09-20 21:16:04,6400.66000000,6400.04000000,6400.67000000,6399.48000000,3.8279,7.1532,6400.586346,6400.185438
119,2018-09-20 21:17:00,6400.66000000,6400.67000000,6400.67000000,6400.05000000,4.7502,1.4447,6400.624243,6400.123738
120,2018-09-20 21:18:01,6400.67000000,6409.01000000,6411.61000000,6400.61000000,7.4341,14.7918,6406.333818,6410.867119
121,2018-09-20 21:19:00,6409.01000000,6406.39000000,6409.31000000,6405.47000000,3.2613,3.3755,6406.953069,6406.920973
122,2018-09-20 21:20:01,6406.39000000,6407.17000000,6407.52000000,6405.83000000,2.2443,2.653,6406.437535,6406.989949
123,2018-09-20 21:21:00,6407.30000000,6407.01000000,6407.37000000,6405.09000000,5.009021,3.7913,6407.2111,6406.652901
124,2018-09-20 21:22:00,6406.99000000,6403.97000000,6407.00000000,6402.78000000,5.3841,2.9164,6405.536116,6404.273608
125,2018-09-20 21:23:00,6405.05000000,6405.08000000,6405.27000000,6403.95000000,4.3229,0.9424,6404.997308,6404.361991
126,2018-09-20 21:24:00,6405.08000000,6404.98000000,6406.68000000,6403.95000000,5.9492,9.6571,6405.657175,6405.120446
127,2018-09-20 21:25:01,6404.89000000,6404.86000000,6406.67000000,6404.78000000,0.7547,1.1433,6405.589157,6405.017732
128,2018-09-20 21:26:00,6404.86000000,6405.10000000,6406.00000000,6404.30000000,1.9209,1.3682,6404.978906,6404.549037
129,2018-09-20 21:27:00,6405.10000000,6407.39000000,6407.39000000,6405.10000000,9.071177,1.6451,6406.882907,6407.059064
130,2018-09-20 21:28:02,6407.39000000,6407.34000000,6407.73000000,6405.96000000,1.8133,3.8341,6407.426339,6407.3597
131,2018-09-20 21:29:01,6407.34000000,6406.80000000,6407.34000000,6405.23000000,3.0292,2.2794,6407.100946,6406.830533
132,2018-09-20 21:30:02,6406.80000000,6405.25000000,6407.33000000,6404.52000000,2.7501,2.2249,6405.451964,6405.585499
133,2018-09-20 21:31:02,6405.25000000,6405.48000000,6406.00000000,6404.00000000,8.5671,7.2189,6405.534491,6405.289076
134,2018-09-20 21:32:00,6405.48000000,6402.93000000,6405.48000000,6402.74000000,3.9372,2.4169,6405.044023,6403.141795
135,2018-09-20 21:33:04,6402.52000000,6402.33000000,6405.00000000,6402.22000000,5.603109,2.2897,6402.671023,6402.415563
136,2018-09-20 21:34:00,6402.33000000,6410.00000000,6410.00000000,6402.32000000,7.045469,8.9548,6407.500225,6407.46038
137,2018-09-20 21:35:00,6410.46000000,6413.00000000,6414.03000000,6410.46000000,4.2708,1.8387,6413.208662,6412.50049
138,2018-09-20 21:36:01,6412.99000000,6413.00000000,6413.00000000,6412.20000000,5.6776,3.5812,6412.967603,6412.745604
139,2018-09-20 21:37:00,6413.00000000,6416.00000000,6416.00000000,6413.00000000,12.4767,1.0992,6414.460474,6414.162273
140,2018-09-20 21:38:00,6416.00000000,6417.55000000,6417.69000000,6414.72000000,11.0699,3.679,6416.635483,6415.849944
141,2018-09-20 21:39:00,6417.58000000,6414.03000000,6418.00000000,6412.89000000,2.6896,12.0357,6417.174707,6417.468632
142,2018-09-20 21:40:00,6414.03000000,6414.28000000,6417.56000000,6413.02000000,1.761,1.8698,6415.396709,6413.274816
143,2018-09-20 21:41:00,6414.45000000,6413.94000000,6417.56000000,6413.24000000,1.6904,4.0665,6415.280386,6414.222858
144,2018-09-20 21:42:00,6414.46000000,6417.10000000,6419.96000000,6413.94000000,5.0754,5.6056,6417.331056,6415.201327
145,2018-09-20 21:43:00,6417.10000000,6422.72000000,6422.92000000,6417.10000000,10.5604,2.4877,6420.665626,6420.13341
146,2018-09-20 21:44:00,6422.73000000,6419.34000000,6422.73000000,6417.55000000,3.0198,5.163,6422.141636,6420.511444
147,2018-09-20 21:45:00,6418.08000000,6411.91000000,6419.30000000,6410.05000000,5.8855,24.1477,6415.846599,6415.203864
148,2018-09-20 21:46:00,6411.91000000,6413.54000000,6418.38000000,6408.97000000,13.72416,17.8646,6412.826546,6412.783888
149,2018-09-20 21:47:00,6413.70000000,6416.93000000,6419.61000000,6413.54000000,4.837789,4.5419,6418.78323,6417.07368
150,2018-09-20 21:48:00,6416.93000000,6424.44000000,6426.03000000,6416.51000000,11.7557,9.2405,6422.447713,6422.325976
151,2018-09-20 21:49:00,6424.53000000,6421.81000000,6425.48000000,6421.81000000,8.5158,3.3371,6423.873722,6422.757564
152,2018-09-20 21:50:01,6421.81000000,6416.64000000,6421.81000000,6414.27000000,3.1193,2.403,6417.249064,6417.524141
153,2018-09-20 21:51:00,6416.64000000,6420.95000000,6420.97000000,6416.64000000,2.3019,1.251,6420.115939,6418.18126
154,2018-09-20 21:52:01,6420.82000000,6415.44000000,6420.97000000,6415.44000000,5.362371,8.7699,6418.985038,6419.036215
155,2018-09-20 21:53:00,6415.44000000,6418.81000000,6420.50000000,6414.21000000,2.900362,3.3613,6415.709725,6417.845544
156,2018-09-20 21:54:04,6418.81000000,6417.46000000,6420.50000000,6417.46000000,4.2852,1.8132,6419.971839,6418.03232
157,2018-09-20 21:55:00,6420.47000000,6420.33000000,6420.50000000,6416.27000000,2.8739,3.1165,6418.884099,6418.422751
158,2018-09-20 21:56:02,6420.50000000,6421.99000000,6422.02000000,6419.50000000,5.285756,8.2383,6420.721892,6420.336777
159,2018-09-20 21:57:04,6422.50000000,6421.03000000,6422.57000000,6418.54000000,1.2956,5.4456,6421.316451,6419.114326
160,2018-09-20 21:58:00,6418.89000000,6421.42000000,6421.91000000,6418.80000000,1.0132,5.0052,6421.623945,6420.206916
161,2018-09-20 21:59:01,6421.39000000,6420.10000000,6421.40000000,6418.79000000,1.634274,0.952,6420.249818,6419.537751
162,2018-09-20 22:00:00,6420.09000000,6422.51000000,6423.24000000,6418.82000000,3.4449,5.7109,6420.023685,6421.316083
163,2018-09-20 22:01:01,6422.50000000,6421.59000000,6424.38000000,6421.40000000,2.2333,7.1826,6423.249601,6422.126819
164,2018-09-20 22:02:00,6421.40000000,6422.93000000,6423.74000000,6421.40000000,2.9785,2.7987,6422.741517,6421.400017
165,2018-09-20 22:03:00,6422.93000000,6421.24000000,6423.03000000,6419.19000000,7.383398,2.712,6421.98842,6420.572347
166,2018-09-20 22:04:00,6421.22000000,6420.31000000,6422.74000000,6419.91000000,7.7176,8.7409,6421.621018,6420.393438
167,2018-09-20 22:05:00,6419.93000000,6420.49000000,6422.69000000,6419.93000000,5.198936,0.5105,6421.627528,6420.482674
168,2018-09-20 22:06:00,6420.49000000,6419.94000000,6421.59000000,6419.93000000,3.352864,12.143036,6421.180636,6421.020461
169,2018-09-20 22:07:03,6419.94000000,6419.94000000,6421.16000000,6419.93000000,1.7934,5.3897,6420.212185,6419.9493
170,2018-09-20 22:08:01,6419.93000000,6419.94000000,6419.96000000,6419.93000000,0.8669,5.8818,6419.947693,6419.931949
171,2018-09-20 22:09:00,6419.94000000,6419.92000000,6419.94000000,6419.92000000,0.9533,5.7423,6419.938453,6419.923469
172,2018-09-20 22:10:03,6419.92000000,6417.13000000,6419.93000000,6415.78000000,3.0849,4.8867,6417.656256,6419.431654
173,2018-09-20 22:11:00,6417.13000000,6414.74000000,6417.16000000,6414.44000000,0.7178,3.131,6416.236087,6415.317459
174,2018-09-20 22:12:02,6414.74000000,6413.94000000,6414.75000000,6412.61000000,5.5287,2.8231,6413.661141,6413.542967
175,2018-09-20 22:13:04,6413.94000000,6412.63000000,6413.94000000,6412.62000000,2.2532,9.0587,6413.425769,6413.290556
176,2018-09-20 22:14:00,6412.63000000,6415.09000000,6415.98000000,6412.63000000,6.1315,0.1245,6413.186105,6412.753558
177,2018-09-20 22:15:03,6415.27000000,6419.43000000,6419.92000000,6415.27000000,2.2784,1.5967,6418.82944,6419.195278
178,2018-09-20 22:16:00,6419.43000000,6419.65000000,6419.66000000,6419.43000000,0.8623,1.448,6419.628786,6419.560715
179,2018-09-20 22:17:02,6419.63000000,6419.18000000,6419.66000000,6419.18000000,0.2432,4.6577,6419.224071,6419.434259
180,2018-09-20 22:18:00,6419.18000000,6418.27000000,6419.18000000,6418.27000000,2.865,3.9724,6418.958726,6418.824156
181,2018-09-20 22:19:04,6418.27000000,6419.00000000,6419.00000000,6416.62000000,3.3732,0.8364,6418.845654,6417.946905
182,2018-09-20 22:20:00,6419.00000000,6417.69000000,6419.00000000,6417.27000000,2.196,3.8046,6417.702425,6418.008382
183,2018-09-20 22:21:02,6417.69000000,6416.75000000,6418.63000000,6416.75000000,8.5905,6.6514,6418.201328,6417.658947
184,2018-09-20 22:22:00,6416.74000000,6416.74000000,6418.12000000,6416.73000000,0.5585,2.5251,6417.842122,6417.390561
185,2018-09-20 22:23:00,6416.40000000,6415.94000000,6417.69000000,6414.07000000,5.6239,9.8557,6415.867647,6416.13774
186,2018-09-20 22:24:04,6415.94000000,6415.23000000,6416.00000000,6414.81000000,6.6427,2.7022,6415.93221,6415.170697
187,2018-09-20 22:25:01,6415.92000000,6415.10000000,6415.92000000,6414.77000000,0.6724,1.676,6415.876581,6415.308153
188,2018-09-20 22:26:02,6415.10000000,6416.00000000,6416.00000000,6415.10000000,0.1462,3.2612,6415.924254,6415.437347
189,2018-09-20 22:27:00,6416.00000000,6415.98000000,6416.00000000,6414.92000000,5.0468,10.7127,6415.87507,6415.962061
190,2018-09-20 22:28:02,6415.98000000,6415.24000000,6415.99000000,6414.19000000,2.0,12.5022,6414.78231,6415.922367
191,2018-09-20 22:29:00,6415.24000000,6414.97000000,6415.90000000,6414.93000000,0.2382,0.4287,6415.461599,6415.215797
192,2018-09-20 22:30:03,6414.33000000,6414.84000000,6414.97000000,6414.02000000,0.6058,0.3356,6414.77186,6414.389574
193,2018-09-20 22:31:00,6414.86000000,6414.41000000,6414.86000000,6413.07000000,0.6542,2.2257,6414.380457,6413.660062
194,2018-09-20 22:32:01,6414.42000000,6414.25000000,6414.90000000,6413.81000000,1.5633,0.2113,6414.652277,6413.88797
195,2018-09-20 22:33:04,6414.25000000,6413.26000000,6414.25000000,6412.96000000,0.0974,0.1775,6413.59501,6413.575814
196,2018-09-20 22:34:01,6413.42000000,6413.64000000,6413.64000000,6411.47000000,0.059972,1.0909,6413.039605,6411.698088
197,2018-09-20 22:35:00,6413.64000000,6414.00000000,6414.41000000,6413.33000000,0.6362,0.2527,6414.080259,6413.336518
198,2018-09-20 22:36:01,6414.00000000,6414.99000000,6415.00000000,6414.00000000,3.5509,0.6902,6414.992788,6414.045316
199,2018-09-20 22:37:01,6415.00000000,6415.00000000,6415.00000000,6414.15000000,1.3536,0.1705,6414.999544,6414.383525
200,2018-09-20 22:38:03,6414.50000000,6414.98000000,6415.00000000,6414.50000000,0.68401,0.0291,6414.986953,6414.522612
201,2018-09-20 22:39:04,6414.98000000,6415.50000000,6415.81000000,6414.98000000,0.5211,0.4587,6415.395145,6415.021493
202,2018-09-20 22:40:01,6415.15000000,6414.60000000,6415.56000000,6414.60000000,0.201,1.0124,6415.55005,6414.686492
203,2018-09-20 22:41:04,6414.60000000,6415.96000000,6416.00000000,6414.60000000,4.9315,2.3082,6415.366323,6414.601287
204,2018-09-20 22:42:00,6415.54000000,6416.00000000,6416.00000000,6414.98000000,4.6222,0.0176,6415.975328,6415.153693
205,2018-09-20 22:43:00,6416.00000000,6419.24000000,6419.24000000,6415.71000000,4.8679,2.6485,6417.377516,6415.753603
206,2018-09-20 22:44:03,6419.24000000,6421.00000000,6421.00000000,6419.24000000,15.111,0.0001,6420.783527,0.0
207,2018-09-20 22:45:03,6420.99000000,6420.46000000,6420.99000000,6419.94000000,0.4001,0.6451,6420.813922,6420.614547
208,2018-09-20 22:46:01,6420.46000000,6420.79000000,6420.79000000,6420.46000000,0.2284,0.1902,6420.46,6420.603822
209,2018-09-20 22:47:04,6420.79000000,6421.51000000,6421.51000000,6420.79000000,0.1775,0.1662,6421.207324,6421.387479
210,2018-09-20 22:48:03,6421.39000000,6419.99000000,6421.49000000,6419.79000000,2.7986,1.6747,6420.00148,6421.110034
211,2018-09-20 22:49:01,6420.00000000,6420.99000000,6421.51000000,6420.00000000,0.993912,1.1016,6421.115973,6420.184494
212,2018-09-20 22:50:00,6420.99000000,6421.24000000,6421.51000000,6420.88000000,0.892023,0.1648,6421.436722,6421.223823
213,2018-09-20 22:51:00,6421.24000000,6420.18000000,6421.25000000,6420.17000000,0.892757,0.5431,6421.001419,6420.293867
